id;user_id;name;category;brand;serial_imei;ram;storage;condition;purchase_price;selling_price;battery_health;warranty_expiry;notes;status;is_public;image_url;created_at;updated_at;device_age_value;device_age_unit;has_original_bill;has_original_box;is_global_variant;description;video_url;key_highlights;hsn_code;vendor_id;vendor_invoice_no;purchase_date;tenant_id;created_by
7e056f17-5b3c-4d6a-8b68-22c48512aede;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34769;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
9b693e5b-5dc4-4c75-a65d-1dce3f713952;a24f0333-9056-4c23-893b-8acbc1c57ec1;Boat Rockerz Prime 210ANC;Accessory;Boat;8905650116168;;;New;1195.00;1500.00;;9999-12-31;;Sold;false;;2026-06-22 14:05:31.423168+00;2026-06-22 14:06:51.331415+00;;Months;true;true;false;;;;;;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
d7c55333-ea9f-4934-836c-1bd42b9b5680;a24f0333-9056-4c23-893b-8acbc1c57ec1;HP S500 WIRELESS MOUSE;Accessory;HP;7CH552GHBN;;;New;496.00;649.00;;9999-12-31;;In Stock;true;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/d07b129c-4ccb-44ef-8a55-855268df136c/81694550-721a-4c0b-8dfa-9e4dc2e19372.webp,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/d07b129c-4ccb-44ef-8a55-855268df136c/30cea3cb-e693-4904-a80b-179f1333b319.webp;2026-05-12 13:29:47.780528+00;2026-06-04 08:08:55.006593+00;;Months;false;false;false;HP S500 WIRELESS MOUSE Ambidextrous Optical Mouse;;;84716060;65e35860-b717-4057-bb67-1fd41c39150c;IIS/24-25/0052;2026-05-21;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
e68c3cba-7c8e-4b36-bc1b-9012095c4173;a24f0333-9056-4c23-893b-8acbc1c57ec1;HP S500 WIRELESS MOUSE;Accessory;HP;7CH552GHBK;;;New;496.00;649.00;;9999-12-31;;In Stock;true;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/d07b129c-4ccb-44ef-8a55-855268df136c/81694550-721a-4c0b-8dfa-9e4dc2e19372.webp,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/d07b129c-4ccb-44ef-8a55-855268df136c/30cea3cb-e693-4904-a80b-179f1333b319.webp;2026-05-12 13:29:47.780528+00;2026-06-04 08:08:55.006593+00;;Months;false;false;false;HP S500 WIRELESS MOUSE Ambidextrous Optical Mouse;;;84716060;65e35860-b717-4057-bb67-1fd41c39150c;IIS/24-25/0052;2026-05-21;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
ea5022bb-40d1-4bcf-88cd-ae366ecf88c9;a24f0333-9056-4c23-893b-8acbc1c57ec1;boat Wave Astra 3;Accessory;boat;8905650068771;;;New;1950.00;2000.00;;9999-12-31;;Sold;false;;2026-06-22 14:15:59.378752+00;2026-06-22 14:17:27.194241+00;;Months;true;true;false;;;;;;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
05999c1a-9904-4488-9b9b-0922bd80fc72;a24f0333-9056-4c23-893b-8acbc1c57ec1;Lenovo ThinkPad X13 Gen 2;Laptop;Lenovo;PC2JLM42;16GB;256GB;Used;22800.00;31000.00;;;;Sold;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/16372c29-d8c8-421e-9924-63719f158658.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/af0a3ed8-ae27-4a83-8751-cd6f34d697e3.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/593e02dc-73d2-4e57-87b3-dd3ce6aa48c2.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/73cda948-c6cb-47e4-a1ae-2793057f7521.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/7f1132c8-8495-4af3-8c71-23d854b85697.JPG;2026-05-16 14:14:54.564609+00;2026-07-01 11:19:51.566659+00;3;Years;false;false;false;Lenovo ThinkPad x13 Gen2 Intel Core™ i5-1145G7 vPro®/Intel® Iris® Xe Graphics/ 16GB Ram /512GB SSD/Win 10pro;;;;ca35448d-df62-4e9c-a736-aa5f7792966c;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
72846d41-3b53-4247-81d6-a7b2d9c057e5;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFGQ6M8Q6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:28.880262+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
b0ac9873-6336-48a1-aa99-ca4b40eb69ca;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFGP6TYQ6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:29.273487+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
42671a22-1ada-4496-bc08-a584873f2a02;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFHKOCGQ6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:29.774405+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
1b7c37e8-f794-4567-817e-2bbd8b8538a0;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFGW057Q6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:29.995376+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
9804fced-f9f9-427d-95e1-c334fca94860;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFGW0GBQ6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:30.205856+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
852823b1-6e66-4885-a26f-6dd02c901abb;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVFGP73RQ6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:30.4059+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
03e51d29-6c67-4ec5-b350-c3f535328a75;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-/er1-34771;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
d5d6aacb-20e1-4c10-afe9-e8b2d5872c7a;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34772;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
c8560ad2-24fd-427c-934c-20ce8083d254;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34774;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
6c4a6a40-af51-464e-8cce-5d6f14573fda;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34776;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
6130b052-7c14-469e-9cd3-98b6e44e733b;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34777;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
d5caeb6d-1af7-4e93-b92e-0e97fcd48781;a24f0333-9056-4c23-893b-8acbc1c57ec1;boat ROCKERZ ZEN ANC;Accessory;boat;8905650126259;;;New;1149.00;1250.00;;9999-12-31;;Sold;false;;2026-06-22 14:35:33.508118+00;2026-06-22 14:36:53.498734+00;;Months;true;true;false;;;;;;;2026-06-22;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
6b29f694-6880-4202-a165-342224bbc78f;a24f0333-9056-4c23-893b-8acbc1c57ec1;Lenovo 130 Ambidextrous Optical Mouse Wireless;Accessory;Lenovo;GY51C12380Z15NA6N3;;;New;496.00;599.00;;9999-12-31;;In Stock;true;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/72cbc8dd-8452-4e11-ad12-e7315206715b/c0d4a3e5-ce21-47d0-ac19-d6871610760f.webp,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/72cbc8dd-8452-4e11-ad12-e7315206715b/2c0ae2c5-ea4f-4b06-b824-a104ddb97bac.webp,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/72cbc8dd-8452-4e11-ad12-e7315206715b/5d26688e-aba8-4559-9d82-91d9655b6595.webp;2026-05-12 13:24:09.646227+00;2026-06-04 08:08:47.799297+00;;Months;false;false;false;Lenovo 130 Ambidextrous Optical Mouse Wireless With Bluetooth (2.4GHz Wireless, Black);;;84716060;65e35860-b717-4057-bb67-1fd41c39150c;IIS/24-25/0052;2026-05-21;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
6859e3b5-8044-418c-8156-8775ff56a277;a24f0333-9056-4c23-893b-8acbc1c57ec1;MacBook Air M1;Laptop;Apple;FVEGF2YZQ6LR;;256GB;Used;24000.00;26000.00;;;;Sold;false;;2026-05-12 14:58:58.18654+00;2026-05-12 15:10:29.511491+00;;Months;false;false;false;;;;;58e5b5e4-a6ee-4294-bc63-7a629f76ae71;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
689a6ba0-66ac-4207-be19-33520cf15996;a24f0333-9056-4c23-893b-8acbc1c57ec1;Lenovo ThinkPad X13 Gen 2;Laptop;Lenovo;PC2K19YM;16GB;256GB;Used;22800.00;31000.00;;;;Sold;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/16372c29-d8c8-421e-9924-63719f158658.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/af0a3ed8-ae27-4a83-8751-cd6f34d697e3.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/593e02dc-73d2-4e57-87b3-dd3ce6aa48c2.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/73cda948-c6cb-47e4-a1ae-2793057f7521.JPG,https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/05e26eb3-4ef2-43dc-a444-08bbcd5bbe0b/7f1132c8-8495-4af3-8c71-23d854b85697.JPG;2026-05-16 14:14:54.564609+00;2026-05-16 14:29:45.924602+00;3;Years;false;false;false;Lenovo ThinkPad x13 Gen2 Intel Core™ i5-1145G7 vPro®/Intel® Iris® Xe Graphics/ 16GB Ram /512GB SSD/Win 10pro;;;;ca35448d-df62-4e9c-a736-aa5f7792966c;;;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
9470a3cf-beaa-4213-9d2d-1cc6ba7bf29c;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34779;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
abf94451-70e2-4e7f-8e9c-67a6e8a64c69;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34781;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
40cd50b3-37ff-4ea7-8fbd-f8a03c0b9e27;a24f0333-9056-4c23-893b-8acbc1c57ec1;Quick Heal Essential;Accessory;Quick Heal;E25-ler1-34759;;;New;260.00;600.00;;;;In Stock;false;https://wgzfsllyrdxokydsrtxl.supabase.co/storage/v1/object/public/product-images/a24f0333-9056-4c23-893b-8acbc1c57ec1/0e64d61b-78e6-410b-b6a0-f1ee949e01ec/1be30602-e524-4ffe-9987-e726fad21a1d.JPG;2026-05-26 08:27:42.704587+00;2026-05-26 08:27:42.704587+00;;Months;false;false;false;;;;85238020;44b55c8e-5d38-4c05-bfb1-fe5085efdca3;GST/0119/2026-27;2026-05-13;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
436fc2dd-88b7-4f17-9eee-6783075d6a06;a24f0333-9056-4c23-893b-8acbc1c57ec1;Lenovo Thinkpad T14s;Laptop;Lenovo;PC1WX822;16GB;512GB;Used;25500.00;31200.00;;;;Sold;false;;2026-07-01 12:20:22.889616+00;2026-07-01 12:23:27.440399+00;;Months;false;false;false;;;;;19b12fc0-f9bc-4959-9de7-3fb694a10b31;;2026-06-26;3af5d475-8eaa-4130-a8b5-5253b8f478f8;a24f0333-9056-4c23-893b-8acbc1c57ec1
