id;invoice_id;item_type;product_id;item_name;serial_imei;ram;storage;quantity;unit_price;cost_price;total_price;created_at;hsn_code;description;spare_part_id
69f500bd-d9b4-456e-b11d-f1cef5b9f231;82e7373d-ddac-468d-83fb-9d53c5738bef;inventory;ea5022bb-40d1-4bcf-88cd-ae366ecf88c9;boat Wave Astra 3;8905650068771;;;1;1240;1950;1240;2026-06-22 14:48:46.724135+00;;;
c031d734-18e2-4dc9-868a-b0e4f682edba;f2fdcfae-c77a-4bd1-86a3-fd072d16cdfc;inventory;cfde1c80-eebc-4b8f-928e-733e1d229367;HP S500 WIRELESS MOUSE;7CH552GHC0;;;1;650;496;650;2026-06-23 07:14:22.096601+00;84716060;;
76aaff9b-b0da-4f8c-b440-c6f95c9a62b9;6f0f397f-80cd-4ce0-b766-3ae8439ca689;spare_part;;Acer Laptop adapter;;;;1;1;668;1;2026-06-24 09:30:11.502997+00;85044090;;
e6e68815-7d9a-4438-8759-6bc3430a04cf;6f0f397f-80cd-4ce0-b766-3ae8439ca689;service;;Labor / Service Charges;;;;1;3500;0;3500;2026-06-24 09:30:11.502997+00;998873;;
612d25f6-647b-4c5a-bb2b-6f979429bd32;b4652575-a271-4f73-888b-106736066c18;manual;;Apple C-type 20w power adapter;;;;1;2050;0;2050;2026-06-28 11:11:23.110681+00;;SERIAL NUMBER -HHY55160YMM263MAP;
d9339353-8ad7-4373-8dab-74084b3bb22b;e9fbb11c-5707-4794-871b-06f58f911d96;service;;Labor / Service Charges;;;;1;999;0;999;2026-06-29 14:44:54.889598+00;998873;;
b38141c4-a559-4cc4-8051-402ae30fdae7;3f9f7d30-4cce-4f34-bed6-07d5cd92f261;inventory;05999c1a-9904-4488-9b9b-0922bd80fc72;Lenovo ThinkPad X13 Gen 2;PC2JLM42;16GB;256GB;1;26000;22800;26000;2026-07-01 11:19:51.208719+00;;;
c2f1967e-8df3-4863-887c-0f7d7749d104;c3f316cb-1a64-4948-b726-354501607fbc;inventory;436fc2dd-88b7-4f17-9eee-6783075d6a06;Lenovo Thinkpad T14s;PC1WX822;16GB;512GB;1;31200;25500;31200;2026-07-01 12:23:27.14269+00;;;
2cddfbc3-9474-4577-8f19-70d62495fa6a;c3f316cb-1a64-4948-b726-354501607fbc;inventory;620431a7-643a-4b0a-8448-52e5cbb00e23;Quick Heal Essential;E25-/er1-34766;;;1;0;260;0;2026-07-01 12:23:27.14269+00;85238020;;
f3f668e9-a476-4c58-9e15-b806330a2111;c3f316cb-1a64-4948-b726-354501607fbc;inventory;0663f142-b83d-45f8-b9d1-d5af7b0b6ce8;Lenovo 210 2.4GHz Wireless USB Keyboard and Mouse Combo;Z15D0JHR;;;1;0;826;0;2026-07-01 12:23:27.14269+00;847160;;
01331e3b-14bf-4767-86f0-6ea841f7710b;6a7f7490-659f-4895-a0be-2700c8e47d77;manual;;Biometric License & Servive;;;;1;4400;0;4400;2026-07-05 08:45:44.81802+00;;;
b82f559e-4209-4cab-8f32-ab14f242cfb8;fbdc0787-0d06-4b10-bf3d-1dd8b295f2ce;inventory;675e9077-aab9-4333-88a7-c2aab15a25c6;HP H200 Wireless Headset;H200240807548;;;1;1299;973;1299;2026-07-08 15:36:53.655368+00;85183019;;
b123c81d-b071-4c97-80e2-2cfa2a4b2334;1c5606c4-4773-4d6e-9cd7-a6dfff857ed4;spare_part;;WD Nvme 256GB;;;;1;6000;0;6000;2026-07-09 14:02:52.324272+00;;;
e4c68897-8c32-46ed-bd74-3961d893339c;1c5606c4-4773-4d6e-9cd7-a6dfff857ed4;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-09 14:02:52.324272+00;998873;;
7780f020-9d1b-48ea-99cb-c31d5702b3d1;02d8dd0f-7863-488c-a46f-72292aa1ebbb;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-13 07:03:00.66689+00;998873;;
af3287b7-95f0-484a-8ae2-d52e181e7e5a;b984451f-1e15-4e69-a108-e23ad8823d89;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-14 07:55:46.344678+00;998873;;
4a81e465-9e43-44e6-b440-69d5a067b9dc;b4f5b177-dc71-4938-b650-2310e400f825;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-14 07:56:11.221967+00;998873;;
018a865e-051e-482d-a36c-ae671708f27e;b23abf45-c3a5-42ba-8ce8-94517099ff12;spare_part;;256GB SSD M.2;;;;1;5467;3068;5467;2026-07-23 10:03:03.454059+00;85235100;;
5dded3c8-0138-490d-8f10-d09392bb828c;abafac95-a514-4f1d-a2b0-412c7918f511;spare_part;;WD 256GB SSD Nvme;;;;1;6500;0;6500;2026-07-23 10:14:00.666682+00;;;
69ca1939-bb4a-4767-8a97-498ecf5a25ed;abafac95-a514-4f1d-a2b0-412c7918f511;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-23 10:14:00.666682+00;998873;;
1fb79374-6f97-4c3d-a717-42b434b7f64b;74910936-c893-4b5e-b853-766756480f33;spare_part;;WD 256GB SSD Nvme;;;;1;6500;0;6500;2026-07-23 10:15:50.640412+00;;;
17511eb9-b9a7-4760-91d5-bc3394d62372;74910936-c893-4b5e-b853-766756480f33;service;;Labor / Service Charges;;;;1;999;0;999;2026-07-23 10:15:50.640412+00;998873;;
193ec579-a588-47bf-ad9d-7ce92fb8bca7;a4f942cd-2caf-4ad4-bc7c-f2e47e78e07f;spare_part;;Laptop Keyboard;;;;1;1500;413;1500;2026-07-29 12:14:45.291042+00;84716040;;
9924d5f0-6303-4848-89cb-3166ea3eb1f0;a4f942cd-2caf-4ad4-bc7c-f2e47e78e07f;service;;Labor / Service Charges;;;;1;619;0;619;2026-07-29 12:14:45.291042+00;998873;;
da3578e5-fd41-4359-98a8-7b7ebb448fbe;1fbe49b4-39a8-457f-b15c-1237b2874632;inventory;ffb48aed-51de-48e5-bd56-82c399656548;Lenovo ThinkPad T14s;PC1ZYZ3M;16GB;512GB;1;34000;26000;34000;2026-08-20 06:19:54.687974+00;;;
b66dc7ed-99c1-4d7a-ba32-a1851ad50c60;871a5b3e-a3ec-4caa-b515-e4586907c3a9;inventory;4aa4f190-d0d3-4602-b5d1-750838bd19c4;Dell WM118 Wireless Mouse;CN-0TGP8R-L0300-5CD-045P-A02;;;1;500;496;500;2026-08-21 13:25:01.322314+00;84716060;;
23250f46-16fd-4650-9154-9fac6aa22a43;65ccf275-ae60-4bc6-941e-73f6446a48b1;inventory;4aa4f190-d0d3-4602-b5d1-750838bd19c4;Dell WM118 Wireless Mouse;CN-0TGP8R-L0300-5CD-045P-A02;;;1;500;496;500;2026-08-21 13:28:14.039567+00;84716060;;
0aedbefc-cd80-4ad0-851b-8420b913ca57;8f91ab0e-5e3e-439a-a9cb-8823f57330b3;inventory;62834429-820f-46d1-afec-9e418bb34f6d;Lenovo ThinkPad E14;PG03ZA11;8GB;512GB;1;31000;27500;31000;2026-08-21 13:31:28.127933+00;;;
